id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
EZYV14097,Ásia,Ensino Superior,S,N,3078,1987,Oeste,41783.69,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV15185,Ásia,Mestrado,S,S,588,1838,Nordeste,102876.51,Ano,S,Aprovado,antiga,medio_alto,1
EZYV24205,Ásia,Ensino Superior,N,N,754,1855,Sul,119713.28,Ano,S,Negado,antiga,alto,4
EZYV15450,Ásia,Mestrado,S,N,854,2010,Meio-Oeste,81735.79,Ano,N,Aprovado,nova,medio_alto,2
EZYV16848,Ásia,Ensino Médio,N,N,121,1999,Meio-Oeste,106921.18,Ano,S,Aprovado,nova,medio_alto,4
EZYV4164,América do Norte,Mestrado,S,N,651,2009,Sul,128469.65,Ano,S,Aprovado,nova,alto,2
EZYV24634,América do Norte,Ensino Superior,N,S,2833,1906,Sul,19490.22,Ano,S,Aprovado,antiga,baixo,3
EZYV15901,Europa,Doutorado,S,N,839,1989,Sul,23539.21,Ano,S,Aprovado,intermediaria,baixo,2
EZYV4929,Ásia,Mestrado,S,N,2117,2014,Meio-Oeste,133655.95,Ano,S,Aprovado,nova,alto,2
EZYV24361,Ásia,Mestrado,S,N,5550,1991,Ilha,77094.42,Ano,S,Negado,intermediaria,medio_alto,2
EZYV11543,Ásia,Mestrado,S,N,101941,1975,Nordeste,80889.54,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV23454,África,Mestrado,S,N,1085,1998,Oeste,127740.34,Ano,S,Aprovado,nova,alto,2
EZYV3294,Ásia,Doutorado,N,N,68241,1985,Oeste,172382.79,Ano,S,Negado,intermediaria,alto,4
EZYV15046,Ásia,Ensino Superior,S,N,1523,2005,Meio-Oeste,212779.75,Ano,S,Aprovado,nova,alto,2
EZYV17702,Ásia,Ensino Superior,N,N,531,2009,Oeste,104416.31,Ano,S,Aprovado,nova,medio_alto,4
EZYV11401,América do Norte,Ensino Superior,S,N,796,1938,Sul,689.3365,Hora,S,Negado,antiga,baixo,2
EZYV21349,América do Norte,Mestrado,N,N,3567,1896,Nordeste,118.3811,Hora,S,Negado,antiga,baixo,4
EZYV23305,Ásia,Ensino Superior,N,S,540,1863,Sul,215800.83,Ano,S,Aprovado,antiga,alto,3
EZYV7947,Ásia,Doutorado,S,N,500,1985,Nordeste,56686.88,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV5499,Ásia,Mestrado,S,N,2022,1889,Nordeste,72229.67,Ano,S,Aprovado,antiga,medio_alto,2
EZYV17247,Europa,Mestrado,N,S,2631,1982,Sul,182499.34,Ano,S,Negado,intermediaria,alto,3
EZYV9217,África,Ensino Superior,N,N,893,1979,Oeste,117406.94,Ano,S,Aprovado,intermediaria,alto,4
EZYV4047,Ásia,Ensino Médio,S,N,740,1948,Oeste,17096.86,Ano,S,Negado,intermediaria,baixo,2
EZYV1966,Ásia,Ensino Superior,S,N,2293,1998,Sul,25409.03,Ano,S,Aprovado,nova,baixo,2
EZYV23711,América do Norte,Doutorado,S,N,727,1938,Nordeste,5704.88,Ano,S,Aprovado,antiga,baixo,2
EZYV8520,América do Norte,Ensino Superior,N,N,1943,1995,Oeste,49373.11,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV17429,Europa,Mestrado,S,N,3076,1978,Sul,56150.67,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV8427,Ásia,Ensino Superior,S,N,128,1947,Sul,51294.76,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV2180,América do Norte,Ensino Médio,S,N,5545,2005,Oeste,51725.47,Ano,S,Aprovado,nova,medio_baixo,2
EZYV7954,Ásia,Ensino Superior,N,N,5959,1988,Oeste,109430.43,Ano,S,Aprovado,intermediaria,alto,4
EZYV13404,Ásia,Ensino Superior,N,N,4288,1995,Nordeste,189.5454,Hora,S,Negado,intermediaria,baixo,4
EZYV20746,Ásia,Mestrado,N,N,781,1990,Sul,161245.1,Ano,N,Aprovado,intermediaria,alto,4
EZYV22035,Ásia,Ensino Médio,S,N,2769,2012,Oeste,37185.38,Semana,S,Aprovado,nova,medio_baixo,2
EZYV23298,Ásia,Mestrado,S,N,195,2005,Meio-Oeste,160788.76,Ano,S,Aprovado,nova,alto,2
EZYV7982,Ásia,Mestrado,S,S,86,1969,Oeste,114438.68,Ano,S,Aprovado,intermediaria,alto,1
EZYV15269,Ásia,Ensino Superior,S,S,499720,1948,Oeste,47992.0,Ano,S,Aprovado,intermediaria,medio_baixo,1
EZYV13416,Ásia,Ensino Superior,S,N,3152,1994,Oeste,11261.87,Ano,S,Negado,intermediaria,baixo,2
EZYV24285,Europa,Ensino Superior,S,N,5760,1838,Sul,18947.12,Ano,S,Aprovado,antiga,baixo,2
EZYV7763,Ásia,Mestrado,S,N,1997,1850,Oeste,110971.9,Ano,S,Aprovado,antiga,alto,2
EZYV4232,Ásia,Ensino Superior,N,N,967,2003,Oeste,104577.67,Ano,S,Negado,nova,medio_alto,4
EZYV14452,Ásia,Ensino Superior,N,S,232,2004,Sul,119524.71,Ano,S,Negado,nova,alto,3
EZYV22362,Ásia,Ensino Médio,N,N,3581,2007,Nordeste,79960.59,Ano,S,Aprovado,nova,medio_alto,4
EZYV10689,Ásia,Mestrado,S,N,210,1994,Meio-Oeste,112842.28,Ano,S,Aprovado,intermediaria,alto,2
EZYV12638,Ásia,Ensino Médio,N,S,525,2001,Meio-Oeste,97298.69,Ano,S,Negado,nova,medio_alto,3
EZYV7539,Ásia,Mestrado,N,N,1225,1998,Nordeste,113.23,Hora,S,Aprovado,nova,baixo,4
EZYV25220,América do Norte,Mestrado,N,N,4844,2005,Nordeste,13949.76,Ano,S,Aprovado,nova,baixo,4
EZYV7105,Ásia,Mestrado,S,N,639,1934,Ilha,135252.31,Ano,S,Aprovado,antiga,alto,2
EZYV14772,Ásia,Mestrado,S,N,1991,2007,Sul,154825.43,Ano,S,Aprovado,nova,alto,2
EZYV24752,Europa,Mestrado,S,N,904,1925,Nordeste,147892.95,Ano,S,Aprovado,antiga,alto,2
EZYV2169,Ásia,Mestrado,S,N,2198,1967,Sul,41004.72,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV8921,América do Norte,Ensino Superior,S,N,2281,1994,Oeste,44563.92,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV22829,Europa,Ensino Superior,N,N,3917,1991,Oeste,107276.43,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV17033,Ásia,Mestrado,N,N,5590,1834,Oeste,41181.17,Ano,S,Negado,antiga,medio_baixo,4
EZYV3109,América do Norte,Mestrado,S,N,2563,1855,Nordeste,86528.21,Ano,S,Aprovado,antiga,medio_alto,2
EZYV19877,Europa,Ensino Superior,S,N,3486,1915,Sul,95411.72,Ano,S,Aprovado,antiga,medio_alto,2
EZYV6238,Europa,Ensino Médio,N,N,3527,1984,Sul,45050.36,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV24673,Ásia,Ensino Superior,N,N,349,2004,Sul,58.5781,Hora,S,Aprovado,nova,baixo,4
EZYV5750,Ásia,Ensino Superior,N,S,1975,1991,Oeste,76918.08,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV22607,Ásia,Ensino Superior,S,N,1279,2012,Nordeste,71366.04,Ano,S,Negado,nova,medio_alto,2
EZYV8508,Ásia,Ensino Superior,N,N,927,1968,Nordeste,7546.31,Ano,S,Negado,intermediaria,baixo,4
EZYV11123,Ásia,Mestrado,S,N,1131,2000,Meio-Oeste,139741.3,Ano,S,Aprovado,nova,alto,2
EZYV13023,América do Norte,Doutorado,S,N,3199,1993,Nordeste,15569.23,Ano,S,Aprovado,intermediaria,baixo,2
EZYV1229,América do Norte,Ensino Médio,S,N,1039,2011,Meio-Oeste,25815.98,Ano,S,Aprovado,nova,baixo,2
EZYV8200,Ásia,Mestrado,S,N,2698,2000,Meio-Oeste,53334.24,Ano,S,Aprovado,nova,medio_baixo,2
EZYV1541,Ásia,Ensino Superior,S,N,2508,2006,Sul,4728.7,Ano,S,Aprovado,nova,baixo,2
EZYV545,Ásia,Ensino Superior,S,N,4824,1996,Oeste,49122.07,Ano,S,Aprovado,nova,medio_baixo,2
EZYV21063,Ásia,Mestrado,N,N,3056,2000,Nordeste,11434.13,Ano,S,Negado,nova,baixo,4
EZYV3212,Ásia,Mestrado,S,N,1536,2009,Meio-Oeste,56493.1,Ano,S,Aprovado,nova,medio_baixo,2
EZYV18508,Europa,Mestrado,S,N,29,1983,Meio-Oeste,88465.75,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV24936,Ásia,Ensino Médio,N,N,491,1987,Meio-Oeste,60320.99,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV16744,América do Sul,Mestrado,N,N,464,1980,Meio-Oeste,155.98,Hora,S,Negado,intermediaria,baixo,4
EZYV17242,Ásia,Ensino Médio,S,N,961,2005,Sul,41650.15,Ano,S,Aprovado,nova,medio_baixo,2
EZYV20316,Europa,Mestrado,S,N,4685,1997,Meio-Oeste,30638.27,Ano,S,Aprovado,nova,baixo,2
EZYV1997,Ásia,Ensino Superior,N,N,1779,1989,Nordeste,82498.26,Ano,N,Negado,intermediaria,medio_alto,4
EZYV3762,América do Sul,Mestrado,N,N,5973,2007,Nordeste,53263.14,Ano,S,Negado,nova,medio_baixo,4
EZYV21332,Ásia,Mestrado,N,N,136,2001,Sul,278.8894,Hora,S,Negado,nova,baixo,4
EZYV14314,Ásia,Ensino Médio,N,N,3137,1949,Nordeste,39856.29,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV11529,Ásia,Ensino Superior,N,N,1237,2000,Nordeste,111097.65,Ano,S,Aprovado,nova,alto,4
EZYV5129,Ásia,Ensino Superior,S,N,1858,1868,Meio-Oeste,202917.69,Ano,S,Aprovado,antiga,alto,2
EZYV3047,África,Mestrado,S,N,3923,2006,Nordeste,75739.52,Ano,S,Aprovado,nova,medio_alto,2
EZYV8933,América do Norte,Mestrado,S,N,1539,1977,Sul,128710.47,Ano,N,Aprovado,intermediaria,alto,2
EZYV4655,Ásia,Mestrado,N,S,961,2005,Oeste,195883.8,Ano,S,Negado,nova,alto,3
EZYV22465,Ásia,Ensino Superior,N,N,2265,2001,Sul,81492.52,Ano,S,Aprovado,nova,medio_alto,4
EZYV23538,Ásia,Ensino Superior,N,S,4570,1997,Oeste,94928.35,Ano,S,Aprovado,nova,medio_alto,3
EZYV12231,Ásia,Ensino Superior,S,N,463,2006,Nordeste,96238.49,Ano,S,Aprovado,nova,medio_alto,2
EZYV15259,Ásia,Doutorado,N,N,1087,1998,Meio-Oeste,157505.99,Ano,S,Aprovado,nova,alto,4
EZYV7647,Europa,Ensino Superior,S,N,4502,1886,Nordeste,18705.34,Ano,S,Aprovado,antiga,baixo,2
EZYV9432,Ásia,Ensino Superior,N,N,2663,1996,Nordeste,24963.37,Ano,S,Negado,nova,baixo,4
EZYV8304,Europa,Mestrado,S,N,792,2007,Nordeste,855.9094,Hora,S,Aprovado,nova,baixo,2
EZYV7337,América do Norte,Mestrado,S,N,1658,1977,Oeste,53884.03,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV8833,Ásia,Ensino Superior,S,N,2132,2011,Meio-Oeste,86050.8,Ano,S,Aprovado,nova,medio_alto,2
EZYV21296,América do Norte,Mestrado,N,N,4592,2005,Sul,19782.1,Ano,N,Aprovado,nova,baixo,4
EZYV984,Ásia,Mestrado,S,N,1836,1975,Oeste,16780.57,Ano,S,Aprovado,intermediaria,baixo,2
EZYV15453,Ásia,Mestrado,S,N,5005,1998,Nordeste,64016.67,Ano,S,Aprovado,nova,medio_baixo,2
EZYV24864,Ásia,Mestrado,N,N,2549,2003,Sul,34210.42,Ano,S,Negado,nova,medio_baixo,4
EZYV12576,Ásia,Ensino Superior,N,N,396,1910,Oeste,148106.01,Ano,S,Negado,antiga,alto,4
EZYV157,Ásia,Mestrado,S,N,5147,1997,Nordeste,6256.18,Ano,S,Aprovado,nova,baixo,2
EZYV11446,Ásia,Ensino Superior,N,N,1357,1984,Nordeste,839.9962,Hora,S,Negado,intermediaria,baixo,4
EZYV11738,América do Norte,Mestrado,S,N,802,2006,Nordeste,77889.34,Ano,S,Aprovado,nova,medio_alto,2
EZYV14937,Ásia,Ensino Superior,S,N,1263,2005,Oeste,97113.42,Ano,S,Aprovado,nova,medio_alto,2
EZYV5363,Ásia,Ensino Superior,N,N,2690,2001,Sul,20314.12,Ano,S,Aprovado,nova,baixo,4
EZYV7259,Ásia,Ensino Médio,N,N,3750,1996,Nordeste,131309.08,Ano,N,Negado,nova,alto,4
EZYV25259,Ásia,Ensino Superior,S,N,3659,1997,Sul,79.1099,Hora,S,Negado,nova,baixo,2
EZYV10951,Ásia,Mestrado,S,S,626,1981,Sul,86265.1,Ano,S,Aprovado,intermediaria,medio_alto,1
EZYV5486,Ásia,Mestrado,N,N,1450,1838,Sul,876.9421,Hora,S,Aprovado,antiga,baixo,4
EZYV4729,Ásia,Mestrado,N,N,4839,1885,Sul,55815.8,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV21620,Ásia,Ensino Superior,S,S,2044,1975,Sul,79648.09,Ano,S,Aprovado,intermediaria,medio_alto,1
EZYV10903,Ásia,Ensino Superior,S,N,2343,1997,Ilha,117346.34,Ano,S,Negado,nova,alto,2
EZYV3940,Ásia,Doutorado,S,N,772,2006,Meio-Oeste,83106.47,Ano,S,Aprovado,nova,medio_alto,2
EZYV10514,Ásia,Mestrado,N,N,1697,2005,Nordeste,82094.8,Ano,N,Aprovado,nova,medio_alto,4
EZYV20688,América do Norte,Ensino Superior,S,N,113,1911,Nordeste,90969.75,Ano,S,Aprovado,antiga,medio_alto,2
EZYV822,Ásia,Doutorado,N,N,772,2001,Nordeste,50282.8,Ano,S,Negado,nova,medio_baixo,4
EZYV23961,América do Norte,Mestrado,N,N,1406,2005,Oeste,184877.47,Ano,N,Negado,nova,alto,4
EZYV20054,Europa,Ensino Superior,S,N,2321,1982,Nordeste,3516.09,Ano,S,Aprovado,intermediaria,baixo,2
EZYV2499,Ásia,Mestrado,S,N,2950,1868,Nordeste,124974.58,Ano,N,Aprovado,antiga,alto,2
EZYV13920,Ásia,Ensino Superior,N,N,723,2006,Nordeste,51399.08,Ano,S,Aprovado,nova,medio_baixo,4
EZYV3898,Ásia,Ensino Superior,S,N,470,1824,Nordeste,70729.85,Semana,S,Negado,antiga,medio_alto,2
EZYV24779,Ásia,Mestrado,N,N,5644,1898,Meio-Oeste,22626.29,Ano,S,Aprovado,antiga,baixo,4
EZYV23820,América do Norte,Ensino Superior,S,N,396,1994,Oeste,122696.23,Ano,S,Aprovado,intermediaria,alto,2
EZYV19560,Ásia,Ensino Superior,S,N,496,1984,Meio-Oeste,58674.46,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV23307,Ásia,Mestrado,N,N,2315,2012,Nordeste,221757.19,Ano,N,Negado,nova,alto,4
EZYV7968,Ásia,Doutorado,S,N,4010,1908,Meio-Oeste,74645.92,Ano,S,Aprovado,antiga,medio_alto,2
EZYV1693,América do Norte,Ensino Superior,S,N,2553,1890,Sul,244457.48,Ano,S,Aprovado,antiga,alto,2
EZYV2685,Ásia,Ensino Médio,N,N,3503,1999,Meio-Oeste,125349.52,Ano,S,Negado,nova,alto,4
EZYV15606,América do Sul,Ensino Médio,N,N,2020,1999,Ilha,221.6987,Hora,S,Negado,nova,baixo,4
EZYV10448,Ásia,Ensino Superior,N,N,3960,1870,Nordeste,48348.59,Ano,S,Negado,antiga,medio_baixo,4
EZYV4255,Ásia,Ensino Superior,N,N,3279,1998,Meio-Oeste,116845.29,Ano,S,Negado,nova,alto,4
EZYV18386,Ásia,Ensino Superior,S,N,2049,1998,Nordeste,23874.02,Ano,S,Negado,nova,baixo,2
EZYV7908,América do Norte,Mestrado,N,N,1630,1979,Sul,240846.68,Ano,N,Negado,intermediaria,alto,4
EZYV4206,Ásia,Ensino Superior,S,N,3140,2002,Sul,51666.43,Ano,S,Negado,nova,medio_baixo,2
EZYV22844,Ásia,Ensino Superior,S,N,2858,1997,Oeste,19101.15,Ano,S,Negado,nova,baixo,2
EZYV18928,Ásia,Ensino Superior,S,S,2059,2012,Oeste,65642.88,Ano,S,Aprovado,nova,medio_baixo,1
EZYV2103,América do Norte,Mestrado,N,N,3472,1980,Nordeste,61757.88,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV11894,Ásia,Ensino Superior,S,N,3074,2001,Sul,85596.97,Ano,S,Aprovado,nova,medio_alto,2
EZYV7975,Ásia,Ensino Superior,S,N,2504,2012,Oeste,114194.88,Ano,S,Aprovado,nova,alto,2
EZYV11330,Europa,Doutorado,N,N,1760,2001,Nordeste,55614.04,Ano,S,Aprovado,nova,medio_baixo,4
EZYV7725,Europa,Ensino Superior,S,N,500,1974,Sul,31641.24,Ano,S,Aprovado,intermediaria,baixo,2
EZYV4551,Europa,Ensino Superior,N,N,24092,1972,Oeste,103942.73,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV1307,Ásia,Ensino Médio,S,S,923,1994,Sul,27050.91,Ano,S,Aprovado,intermediaria,baixo,1
EZYV24577,Ásia,Ensino Médio,N,N,3631,1999,Meio-Oeste,97096.04,Ano,S,Aprovado,nova,medio_alto,4
EZYV12501,Ásia,Ensino Superior,N,N,2330,1999,Meio-Oeste,39557.24,Ano,S,Aprovado,nova,medio_baixo,4
EZYV10516,Europa,Ensino Superior,N,N,3130,2008,Sul,44888.99,Ano,S,Aprovado,nova,medio_baixo,4
EZYV24389,Ásia,Ensino Superior,S,N,547,2010,Nordeste,40910.25,Ano,S,Aprovado,nova,medio_baixo,2
EZYV23955,Ásia,Ensino Superior,N,N,10047,1949,Meio-Oeste,119904.51,Ano,S,Aprovado,intermediaria,alto,4
EZYV24260,Ásia,Mestrado,S,N,4180,1960,Ilha,58998.76,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV5666,Ásia,Ensino Médio,S,N,3182,1940,Nordeste,33636.75,Ano,S,Negado,antiga,baixo,2
EZYV12307,Ásia,Ensino Superior,N,N,1339,1993,Oeste,83303.24,Ano,S,Negado,intermediaria,medio_alto,4
EZYV17299,Ásia,Ensino Superior,S,N,1597,1849,Oeste,22274.19,Ano,S,Aprovado,antiga,baixo,2
EZYV22477,Ásia,Mestrado,N,N,2384,1977,Meio-Oeste,130705.18,Ano,S,Aprovado,intermediaria,alto,4
EZYV6103,Ásia,Mestrado,N,N,25923,1993,Sul,121631.76,Ano,N,Aprovado,intermediaria,alto,4
EZYV1801,Ásia,Ensino Superior,S,N,4709,1995,Oeste,52271.85,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV4758,Ásia,Mestrado,S,N,681,1998,Oeste,306021.96,Ano,N,Aprovado,nova,alto,2
EZYV129,Ásia,Ensino Superior,N,N,2140,1997,Sul,37032.83,Ano,S,Aprovado,nova,medio_baixo,4
EZYV14788,Ásia,Mestrado,S,N,405,2007,Nordeste,87315.43,Ano,S,Aprovado,nova,medio_alto,2
EZYV14734,Ásia,Ensino Superior,N,N,892,1989,Sul,784.0817,Hora,S,Negado,intermediaria,baixo,4
EZYV23703,Ásia,Ensino Superior,S,N,526,1996,Sul,70747.4,Ano,S,Aprovado,nova,medio_alto,2
EZYV17791,Ásia,Ensino Superior,N,N,3443,1987,Oeste,226169.32,Ano,S,Negado,intermediaria,alto,4
EZYV25054,América do Norte,Ensino Médio,S,N,3994,1889,Sul,75734.27,Ano,S,Aprovado,antiga,medio_alto,2
EZYV19848,Europa,Ensino Superior,S,N,2541,1997,Nordeste,121637.78,Ano,N,Aprovado,nova,alto,2
EZYV6704,Ásia,Mestrado,N,N,2453,1985,Nordeste,150293.34,Ano,S,Aprovado,intermediaria,alto,4
EZYV6145,Ásia,Ensino Superior,N,N,3415,1920,Sul,34796.5,Ano,S,Negado,antiga,medio_baixo,4
EZYV16252,Ásia,Ensino Médio,N,S,4632,1968,Sul,76955.63,Ano,S,Negado,intermediaria,medio_alto,3
EZYV5032,América do Sul,Mestrado,S,N,256,1954,Nordeste,97329.25,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV23725,Ásia,Ensino Superior,N,N,2381,2005,Sul,86316.44,Ano,S,Negado,nova,medio_alto,4
EZYV13621,Ásia,Mestrado,N,S,92482,1988,Sul,107829.23,Ano,S,Negado,intermediaria,alto,3
EZYV8362,Ásia,Ensino Médio,N,N,4054,1925,Nordeste,112267.09,Ano,S,Negado,antiga,alto,4
EZYV18287,América do Norte,Mestrado,S,N,4039,1985,Nordeste,97678.83,Ano,S,Negado,intermediaria,medio_alto,2
EZYV12757,Ásia,Mestrado,N,N,3737,1818,Oeste,251014.23,Ano,S,Negado,antiga,alto,4
EZYV22296,Ásia,Ensino Superior,S,N,1977,2012,Oeste,76886.35,Ano,S,Negado,nova,medio_alto,2
EZYV9589,Ásia,Ensino Superior,N,N,1768,1994,Oeste,55340.98,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV6531,Ásia,Ensino Superior,S,N,4581,1998,Nordeste,61126.33,Ano,N,Negado,nova,medio_baixo,2
EZYV19834,América do Norte,Mestrado,S,S,1563,1994,Oeste,74384.42,Ano,S,Aprovado,intermediaria,medio_alto,1
EZYV25015,América do Norte,Mestrado,N,N,2935,1986,Oeste,24554.76,Ano,S,Negado,intermediaria,baixo,4
EZYV10716,Europa,Doutorado,N,N,1662,1998,Oeste,92235.44,Ano,S,Aprovado,nova,medio_alto,4
EZYV16247,Europa,Doutorado,N,N,306,1995,Oeste,57529.92,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV11359,Ásia,Mestrado,S,N,2680,1892,Sul,468.4167,Hora,S,Aprovado,antiga,baixo,2
EZYV17035,Ásia,Ensino Superior,N,N,1082,2014,Oeste,57985.08,Ano,S,Negado,nova,medio_baixo,4
EZYV973,Ásia,Ensino Superior,N,N,3336,1994,Meio-Oeste,65227.99,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV20734,Ásia,Mestrado,N,N,4150,1999,Nordeste,76348.25,Ano,N,Aprovado,nova,medio_alto,4
EZYV4275,Ásia,Ensino Superior,N,N,2436,2009,Nordeste,44595.08,Ano,S,Negado,nova,medio_baixo,4
EZYV11472,Ásia,Mestrado,N,N,872,1900,Oeste,51836.04,Ano,S,Negado,antiga,medio_baixo,4
EZYV15417,Ásia,Ensino Médio,N,S,5219,1954,Oeste,126826.57,Ano,S,Negado,intermediaria,alto,3
EZYV20151,Europa,Ensino Médio,S,N,1389,1991,Oeste,50472.49,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV13605,Ásia,Ensino Superior,S,N,5057,2006,Nordeste,83313.83,Ano,S,Aprovado,nova,medio_alto,2
EZYV15307,Ásia,Ensino Superior,S,N,178,1978,Nordeste,124495.5,Ano,S,Negado,intermediaria,alto,2
EZYV24175,Ásia,Ensino Superior,S,N,2344,2013,Sul,94371.85,Ano,S,Aprovado,nova,medio_alto,2
EZYV9505,Ásia,Ensino Superior,N,N,858,1975,Sul,88109.64,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV6309,Ásia,Mestrado,N,S,15205,2000,Oeste,103394.94,Ano,S,Aprovado,nova,medio_alto,3
EZYV24694,América do Norte,Doutorado,S,N,173,1959,Oeste,165410.53,Ano,S,Negado,intermediaria,alto,2
EZYV18557,Ásia,Mestrado,N,N,12950,2001,Nordeste,171976.84,Ano,N,Aprovado,nova,alto,4
EZYV23094,Ásia,Ensino Superior,N,N,4147,1980,Nordeste,93326.89,Ano,S,Negado,intermediaria,medio_alto,4
EZYV15564,Ásia,Ensino Superior,S,N,388,2015,Ilha,27357.69,Ano,S,Negado,nova,baixo,2
EZYV9921,Ásia,Ensino Médio,S,N,2845,2009,Oeste,424.08,Ano,S,Negado,nova,baixo,2
EZYV274,África,Mestrado,N,N,1608,2009,Oeste,118.84,Hora,S,Negado,nova,baixo,4
EZYV7867,Ásia,Ensino Superior,S,N,5826,1993,Oeste,126739.96,Ano,S,Aprovado,intermediaria,alto,2
EZYV9882,Ásia,Ensino Superior,N,S,1847,2003,Nordeste,58049.13,Ano,S,Aprovado,nova,medio_baixo,3
EZYV14716,América do Norte,Ensino Médio,N,N,590,2009,Nordeste,65588.4,Ano,N,Negado,nova,medio_baixo,4
EZYV8185,América do Norte,Mestrado,N,S,1476,1986,Ilha,98052.59,Ano,S,Negado,intermediaria,medio_alto,3
EZYV7561,Ásia,Ensino Médio,S,S,3865,1993,Sul,15453.27,Ano,S,Negado,intermediaria,baixo,1
EZYV21762,Ásia,Mestrado,N,N,2693,2014,Nordeste,9680.33,Ano,N,Aprovado,nova,baixo,4
EZYV13862,Ásia,Mestrado,N,N,5339,2005,Oeste,34660.1,Ano,S,Negado,nova,medio_baixo,4
EZYV4983,África,Mestrado,S,N,5283,1976,Sul,83594.0,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV8051,Europa,Mestrado,S,N,95308,1995,Sul,68036.11,Ano,N,Negado,intermediaria,medio_baixo,2
EZYV11386,Ásia,Ensino Superior,N,N,376,1959,Sul,127491.16,Ano,N,Aprovado,intermediaria,alto,4
EZYV8212,Europa,Doutorado,N,N,2154,1994,Oeste,9639.14,Ano,S,Aprovado,intermediaria,baixo,4
EZYV1733,Ásia,Mestrado,S,N,939,1946,Oeste,115939.73,Ano,S,Aprovado,intermediaria,alto,2
EZYV8999,Europa,Ensino Médio,N,S,3436,1997,Oeste,93610.55,Ano,S,Negado,nova,medio_alto,3
EZYV24246,Europa,Ensino Superior,S,N,296,2013,Nordeste,130896.26,Ano,S,Negado,nova,alto,2
EZYV22353,Oceania,Mestrado,N,N,3126,2012,Sul,24.4888,Hora,S,Negado,nova,baixo,4
EZYV19619,Ásia,Ensino Médio,S,N,3174,1997,Nordeste,152290.16,Ano,S,Aprovado,nova,alto,2
EZYV1375,América do Norte,Mestrado,S,N,2813,2007,Sul,32867.29,Ano,S,Aprovado,nova,baixo,2
EZYV6054,Europa,Doutorado,N,N,1124,1907,Oeste,24667.76,Ano,S,Aprovado,antiga,baixo,4
EZYV1064,Europa,Doutorado,S,N,4102,1854,Oeste,5245.16,Ano,S,Aprovado,antiga,baixo,2
EZYV238,América do Norte,Mestrado,N,N,155999,2003,Oeste,118555.6,Ano,S,Negado,nova,alto,4
EZYV21848,Europa,Mestrado,S,N,1902,1975,Oeste,5577.94,Ano,S,Aprovado,intermediaria,baixo,2
EZYV20269,Europa,Mestrado,N,N,294,2004,Nordeste,47307.78,Ano,S,Aprovado,nova,medio_baixo,4
EZYV18044,Europa,Ensino Superior,S,N,2838,2013,Meio-Oeste,28036.68,Ano,S,Negado,nova,baixo,2
EZYV20932,Ásia,Ensino Superior,N,N,4643,2007,Nordeste,127198.53,Ano,S,Aprovado,nova,alto,4
EZYV22887,América do Sul,Mestrado,S,N,61546,2013,Sul,3161.14,Ano,S,Aprovado,nova,baixo,2
EZYV24884,Ásia,Doutorado,S,N,6002,2010,Sul,46887.93,Ano,S,Aprovado,nova,medio_baixo,2
EZYV22532,Ásia,Mestrado,N,N,2721,1957,Meio-Oeste,55310.41,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV4306,Ásia,Ensino Médio,S,N,1096,1991,Oeste,49980.64,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV20045,Ásia,Ensino Superior,S,N,3596,1987,Oeste,105574.74,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV23931,Ásia,Mestrado,N,S,444,2004,Oeste,92623.18,Ano,S,Aprovado,nova,medio_alto,3
